"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"32248","1","China's Guangxi donates tractors to flood-hit areas in Cambodia (linked to Project ID#33077)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2011","2011","384874.4283","0.0"
"38787","1","Chinese Government Grants 45 Scholarships for AY 2011-2012","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"38820","1","Chinese Language Teaching Volunteers for AY 2011-2012","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"32212","1","Donation of 200 Chinese Language Books","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion","2011","2011","1282.914761","0.0"
"32209","1","China provides 50m RMB grant to Cambodia (Linked to Project ID#32164, ID#32216, ID#33060, ID#32210)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Pipeline/identification","2011","2011","6414573.805","0.0"
"35591","1","EXIMbank concession loan for Phase II of Cambodian Kanghot Irrigation Project (linked to #32187)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Implementation","2012","2012","27789467.66","0.0"
"32191","1","6th Cambodia-China Friendship (Mekong-Stung Treng) Bridge (Linked to Project ID#32189)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2012","2012","2150053.455","0.0"
"32155","1","EXIM China concessional loan for extension of Cambodia National Road No. 76 (Linked to #32155)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Implementation","2012","2012","75032526.58","0.0"
"33064","1","EXIMbank concessional loan for expansion of Cambodia National Road No. 5 ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Implementation","2012","2012","47739276.31","0.0"
"32189","1","EXIMbank concessional loan for the construction of national road No. 214(Linked to Project ID#32191)","2012-05-05","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Implementation","2012","2012","95345651.69","0.0"
"38743","1","EXIMbank concessionary loan for the Multipurpose Dam Development Project in Battambang (Linked to Project ID#32199)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Implementation","2012","2012","83445901.65","0.0"
"32160","1","US$302m loan for roads and irrigation projects (Linked to Project ID#32155)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Pipeline/identification","2012","2012","253825025.5","0.0"
"33072","1","China provides Concessional Loan to Purchase MA60 Aircrafts","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion"," "," ","0.0","0.0"
"33187","1","420 million USD concessionary loan","2012-09-05","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","353001691.0","0.0"
"32232","1","$24 million grant for projects","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","Completion","2012","2012","20171525.2","0.0"
"32247","1","China contributes 465,000 to build the China-Cambodia Food Industry Laboratory","","start-actual","2012-12-07","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","Completion","2012","2012","390823.3008","0.0"
"32174","1","China donates office supplies and equipment for ASEAN Summit","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion","2012","2012","338713.5274","0.0"
"35577","1","China donates supplies to Cambodian Senate","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion","2012","2012","132795.8743","0.0"
"35576","1","China provides training program for 195 students","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"32171","1","Chinese Corner at University of Cambodia","","start-actual","2012-02-21","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion","2012","2012","0.0","0.0"
"38781","1","Chinese Government Grants 56 Scholarships for AY 2012-2013","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"38819","1","Chinese Language Teaching Volunteers for AY 2012-2013","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"32167","1","Donation of water pumps","","start-actual","","end-actual","China","CHN","Cambodia","KHM","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2012","2012","168096.0434","0.0"
"38900","1","Traditional Chinese Physicians Give Free Medical Consultation in Cambodia (linked to #38901)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","Completion"," "," ","0.0","0.0"
"33074","1","China Aids Cambodia to Build Government Information Technology Building","","start-actual","","end-actual","China","CHN","Cambodia","KHM","220","Communications","Implementation"," "," ","0.0","0.0"
"32211","1","China sends a medical team to aid in alleviation of outbreak in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","Implementation"," "," ","0.0","0.0"
"32230","1","US$80 million in for 3 projects ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","67238417.34","0.0"
"32235","1","Loan of 50 million USD to develop energy sector ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Pipeline/identification","2012","2012","42024010.84","0.0"
"32199","1","China and Cambodia signed 7 agreements, including US$419 million concessional loans for 3 infrastructure projects","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"38780","1","7th Cambodia-China Friendship (Koh Thom) Bridge","2013-03-25","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Implementation","2013","2013","0.0","0.0"
"38815","1","China Provides Loan for Staung River Basin Water Resources Development Project Phase I ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Implementation"," "," ","0.0","0.0"
"38771","1","China provides loan for Stung Chikreng Water Resources Development Project (Phase I) in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Implementation"," "," ","0.0","0.0"
"35569","1","China provides 283.5 million RMB to Cambodia for the Achang Irrigation Development Project (linked to Project ID#35573 )","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Pipeline/identification"," "," ","0.0","0.0"
"32128","1","China provides loan for the enlargement of Cambodian National Road No. 6 (linked to ID #32199)","2013-03-05","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Implementation","2013","2013","0.0","0.0"
"32133","1","Construction of national road No. 44 (Linked to Project ID#32199)","2013-05-06","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Implementation","2013","2013","0.0","0.0"
"32131","1","500 million USD in soft loans (Linked to #32132, #32130, #33522)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","Pipeline/identification"," "," ","0.0","0.0"
"32139","1","China pledges 200 million yuan in interest-free loans","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","Pipeline/identification"," "," ","0.0","0.0"
"33063","1","China Donates Agricultural Equipment to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Completion"," "," ","0.0","0.0"
"33061","1","China Donates Security Equipment to Cambodia (linked to Project ID#32086, ID#33076)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"33060","1","China Finances Cambodia's Construction of Agricultural Laboratory Building (Linked to Project ID#32209)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Completion"," "," ","0.0","0.0"
"33078","1","China donates 50,000 USD to Cambodia Red Cross ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion"," "," ","0.0","0.0"
"32142","1","China provides agricultural engines for post-flood rehabilitation","","start-actual","","end-actual","China","CHN","Cambodia","KHM","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion"," "," ","0.0","0.0"
"32134","1","Chinese Embassy donates to the Cambodian Red Cross","","start-actual","","end-actual","China","CHN","Cambodia","KHM","920","Support to Non-governmental Organizations (NGOs) and Government Organizations","Completion"," "," ","0.0","0.0"
"38779","1","Chinese Government Grants Scholarships for AY 2013-2014","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"38818","1","Chinese Language Teaching Volunteers for AY 2013-2014 ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"38731","1","Chinese ophthalmologists perform free cataract operations for Cambodian patients (linked to #38733)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","Completion"," "," ","0.0","0.0"
"32137","1","Donation of 100 tractors","","start-actual","","end-actual","China","CHN","Cambodia","KHM","320","Industry, Mining, Construction","Completion"," "," ","0.0","0.0"
"32140","1","Donation of Office Supplies","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"32049","1","Donation of vegetable pesticide residue detecting instruments ( Link to Project ID: #32048)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Completion"," "," ","0.0","0.0"
"32129","1","Khmer New Year Art Performances","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","Completion"," "," ","0.0","0.0"
"32135","1","Loan for technical training in cassava cultivation","2013-05-21","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Completion","2013","2013","0.0","0.0"
"32138","1","Supply of guns and ammunition ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"39178","1","China finances 200m USD Vaico Irrigation Project ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Implementation"," "," ","0.0","0.0"
"32130","1","300 million yuan economic and technical agreement between China and Cambodia signed (link to project ID: #32132)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","Pipeline/identification"," "," ","0.0","0.0"
"33522","1","China gives 300 million RMB grant to Cambodia (link to project project ID:#32131)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","Pipeline/identification"," "," ","0.0","0.0"
"32141","1","Loan for Rural Development Bank to support rice sector","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Pipeline/identification"," "," ","0.0","0.0"
"32048","1","China and Cambodia sign MOU on Agricultural Cooperation ( link to project ID: #32049)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Pipeline/identification"," "," ","0.0","0.0"
"35571","1","China finances Rural Grid Extension Project Phase II in Cambodia (linked to Project ID#33071)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Implementation"," "," ","0.0","0.0"
"35570","1","China provides concessional loan for Cambodian National Road No. 58 Project","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Implementation"," "," ","0.0","0.0"
"38795","1","China Provides Loan for Project of National Road 1577 in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Pipeline/identification"," "," ","0.0","0.0"
"35539","1","China donates 200 ambulances to Cambodia","","start-actual","2015-01-15","end-actual","China","CHN","Cambodia","KHM","120","Health","Completion","2015","2015","0.0","0.0"
"35540","1","China donates forestry material to Cambodia","","start-actual","2014-09-02","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Completion","2014","2014","0.0","0.0"
"33158","1","China provides 300 bio-digesters to Cambodian rural households","2013-11-12","start-actual","2014-06-02","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Completion","2013","2014","0.0","0.0"
"38793","1","China provides poverty alleviation assistance to Kampong Cham and Takéo Province","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Completion"," "," ","0.0","0.0"
"38778","1","Chinese Government Grants 72 Scholarships for AY 2014-2015","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"38817","1","Chinese Language Teaching Volunteers for AY 2014-2015","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Implementation"," "," ","0.0","0.0"
"38745","1","Construction of national road No. 55","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Implementation"," "," ","0.0","0.0"
"38747","1","Chinese Ministry of Culture donates acrobatics material","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","Completion"," "," ","0.0","0.0"
"38746","1","Donation of Engineering Machinery to Cambodian King's Working Group","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Completion"," "," ","0.0","0.0"
"38742","1","Donation of ultrasound medical equipment","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","Completion"," "," ","0.0","0.0"
"32454","1","$600,000 for de-mining in eastern Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion","2008","2008","606675.8905","0.0"
"32121","1","270 million yuan grant to Cambodia, Laos and Myanmar","","start-actual","","end-actual","China","CHN","South Asia, regional","Unspecified","998","Unallocated / Unspecified","Pipeline/identification"," "," ","0.0","0.0"
"38903","1","Traditional Chinese Physicians Give Free Medical Consultation (linked to #38905 and #38907)","2005-07-10","start-actual","2005-08-01","end-actual","China","CHN","South Asia, regional","Unspecified","120","Health","Completion","2005","2005","0.0","0.0"
"34450","1","Construction of Zhangfeng-Bhamo Road","","start-actual","","end-actual","China","CHN","Asia, regional","Unspecified","210","Transport and Storage","Completion","2004","2004","5093203.769","0.0"
"37034","1","Chinese Embassy in Colombia Donated DVDs to Colombia","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","Completion"," "," ","0.0","0.0"
"37043","1","Chinese Embassy donates art supplies","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","Completion"," "," ","0.0","0.0"
"37029","1","Confucius Institute founded in Universidad de los Andes","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","Completion"," "," ","0.0","0.0"
"36000","1","Colombian Cementos Argos borrowed 75 million USD from CDB to finance new cement plant in Cartagena","","start-actual","2009-12-15","end-actual","China","CHN","Colombia","COL","320","Industry, Mining, Construction","Completion","2008","2009","75834486.31","0.0"
"36038","1","China donates 300,000 USD to Colombia for flood relief","","start-actual","","end-actual","China","CHN","Colombia","COL","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","303337.9452","0.0"
"39421","1","China Red Cross Gives 50000 USD for Flood Relief","","start-actual","","end-actual","China","CHN","Colombia","COL","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","50556.32421","0.0"
"36653","1","CDB Funds 3.859 million USD for Technical Study of Magdalena River","","start-actual","","end-actual","China","CHN","Colombia","COL","230","Energy Generation and Supply","Completion","2009","2009","3859000.0","0.0"
"36353","1","China and Russia provide aid to victims of flooding in Colombia","","start-actual","","end-actual","China","CHN","Colombia","COL","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2010","2010","185935.2597","0.0"
"37098","1","China Embassy Donates Computers to Ministry of Foreign Affairs","2011-08-17","start-actual","2011-08-17","end-actual","China","CHN","Colombia","COL","150","Government and Civil Society","Completion","2011","2011","0.0","0.0"
"37105","1","China Embassy Donates Office Supplies to Colombian Charitable Organization","2010-11-18","start-actual","2010-11-18","end-actual","China","CHN","Colombia","COL","160","Other Social Infrastructure and Services","Completion","2010","2010","0.0","0.0"
"37095","1","China Embassy of Colombia Donated Computers to the first lady of Colombia's Public Service in Presidential Palace","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","Completion"," "," ","0.0","0.0"
"37145","1","Chinese Embassy Donates Test Equipment for Shipping Containers","","start-actual","","end-actual","China","CHN","Colombia","COL","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"39084","1","Establishment of Confucius Institute in Medellin","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","Completion"," "," ","0.0","0.0"
"36960","1","UJTL and Chinese University signed agreement to open Confucius Institute","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","Completion"," "," ","0.0","0.0"
"39429","1","Columbian experts travel to China to further learn about science and technology parks","","start-actual","","end-actual","China","CHN","Colombia","COL","330","Trade and Tourism","Completion"," "," ","0.0","0.0"
"36063","1","China donates $300,000 to Colombia to develop community cleared of landmines","","start-actual","","end-actual","China","CHN","Colombia","COL","150","Government and Civil Society","Implementation","2009","2009","292765.0702","0.0"
"35945","1","1.463 Million Colombian Pesos of Equipment as Part of Economic and Technical Cooperation","","start-actual","","end-actual","China","CHN","Colombia","COL","150","Government and Civil Society","Pipeline/identification","2006","2006","833.8797063","0.0"
"36548","1","China in talks over $7.6B railway project","","start-actual","","end-actual","China","CHN","Colombia","COL","210","Transport and Storage","Pipeline/identification"," "," ","0.0","0.0"
"37190","1","Two MoUs with Cultural and Academic Institutions in Shanghai","","start-actual","","end-actual","China","CHN","Colombia","COL","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"36792","1","China possibly interested in 8 billion USD pipeline from Venezuela to Colombia's Pacific coast","","start-actual","","end-actual","China","CHN","South America, regional","Unspecified","230","Energy Generation and Supply","Pipeline/identification","2012","2012","6723841734.0","0.0"
"30731","1","16th Chinese peacekeeping force ","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","320","Industry, Mining, Construction","Implementation"," "," ","0.0","0.0"
"30732","1","Cooperation agreements signed","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","998","Unallocated / Unspecified","Pipeline/identification"," "," ","0.0","0.0"
"36321","1","15th Chinese medical team","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","Completion"," "," ","0.0","0.0"
"32592","1","Agricultural Technology Center","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","310","Agriculture, Forestry, Fishing","Completion"," "," ","0.0","0.0"
"459","1","Grant for Infrastructure","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","998","Unallocated / Unspecified","Pipeline/identification","2011","2011","6414573.805","0.0"
"460","1","Central Zongo II Hydroelectric Dam","2012-05-16","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","230","Energy Generation and Supply","Implementation","2011","2012","298422148.1","0.0"
"461","1","Development Deal","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"36333","1","14th Chinese medical team","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","Completion"," "," ","0.0","0.0"
"30089","1","Demining team assistance","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"454","1","Chinese medical team donates $10,000 worth of medical equipment to Congolese hospital","","start-actual","2010-09-16","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","Completion","2010","2010","9296.762985","0.0"
"19000","1","Economic Counsellor's Office","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"30442","1","19.96 Million USD Deal with Exim for Independence Square Construction","2009-12-07","start-actual","2010-06-01","end-actual","China","CHN","Congo, Dem. Rep.","COD","320","Industry, Mining, Construction","Completion","2009","2010","18556338.92","0.0"
"34567","1","10th Peace Keeping Team","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","150","Government and Civil Society","Implementation"," "," ","0.0","0.0"
"453","1","Humanitarian Aid","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","700","Humanitarian Aid (Including Reconstruction and Recovery)","Pipeline/identification","2009","2009","585530.1404","0.0"
"34183","1","13th Chinese medical team","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","Completion"," "," ","0.0","0.0"
"31415","1","6th installment of technical cooperation for the People's Palace and Martyrs Stadium","2008-01-03","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","160","Other Social Infrastructure and Services","Implementation","2008","2008","2273538.84","0.0"
"19149","1","China Exim Bank loans DRC $221 million for construction of national fiber-optic transmission Phase two","2013-04-06","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","220","Communications","Pipeline/identification","2008","2013","223458953.0","0.0"
"134","1","National Fiber-Optic Transmission Phase one","2009-03-01","start-actual","2009-10-01","end-actual","China","CHN","Congo, Dem. Rep.","COD","220","Communications","Completion","2008","2009","35650926.49","0.0"
"449","1","Post Office Loan","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","150","Government and Civil Society","Pipeline/identification","2008","2008","35389426.95","0.0"
"450","1","Infrastructure for mines barter deal (Sicomines)","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","430","Other","Implementation","2007","2007","7159948645.0","0.0"
"413","1","Interest-free loan for Telecommunication","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","220","Communications","Pipeline/identification","2006","2006","1749540.743","0.0"
"31652","1","China donates ATVs, motorcycles, and bicycles to Dem. Rep. of Congo","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","160","Other Social Infrastructure and Services","Implementation","2006","2006","4037401.714","0.0"
"19114","1","FOCAC School","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","110","Education","Completion"," "," ","0.0","0.0"
"407","1","Infrastructure Grant including Bukavu-Kavumu Airport Road","2008-05-26","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","210","Transport and Storage","Implementation","2006","2008","6056102.571","0.0"
"19719","1","Malarial Donations","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","Completion"," "," ","0.0","0.0"
"19663","1","Two Kisangani Schools","2009-04-01","start-actual","2009-10-27","end-actual","China","CHN","Congo, Dem. Rep.","COD","110","Education","Implementation","2006","2009","2956720.404","0.0"
"76","1","Mosaka water supply project","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","140","Water Supply and Sanitation","Completion","2005","2005","2368474.146","0.0"
"438","1","Hospital with equipment, instruments, and doctors","2004-01-01","start-actual","2006-06-06","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","Completion","2004","2006","10923449.36","0.0"
"13059","1","Foreign Ministry Renovation","","start-actual","2004-01-08","end-actual","China","CHN","Congo, Dem. Rep.","COD","150","Government and Civil Society","Completion","2003","2004","1167839.224","0.0"
"432","1","Technical and Economic Cooperation Grant","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","998","Unallocated / Unspecified","Pipeline/identification","2003","2003","3892885.318","0.0"
"31659","1","Donation to the DRC","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","430","Other","Completion","2001","2001","22097965.52","0.0"
"417","1","Broadcasting information and equipment","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","220","Communications","Completion"," "," ","0.0","0.0"
"31508","1","Donations of Rice and Corn","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2000","2000","1025004.073","0.0"
"382","1","Telecommunications Joint Venture","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","220","Communications","Completion","2000","2000","16401473.36","0.0"
"19678","1","Annual Scholarships","2001-01-01","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","110","Education","Implementation","2001","2001","0.0","0.0"
"36320","1","16th Chinese medical team","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","Implementation"," "," ","0.0","0.0"
"36065","1","China donates medical materials to the Democratic Republic of Congo","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","Completion"," "," ","0.0","0.0"
"35728","1","China donates US$2.5 million in computers and agricultural equipment to Ecuador","","start-actual","","end-actual","China","CHN","Ecuador","ECU","430","Other","Completion","2003","2003","4027694.314","0.0"
"35733","1","Ecuador received a loan of US$2.5 million from China","","start-actual","","end-actual","China","CHN","Ecuador","ECU","998","Unallocated / Unspecified","Completion","2003","2003","4027694.314","0.0"
"35773","1","Ecuador received a US$1 million from China","","start-actual","","end-actual","China","CHN","Ecuador","ECU","998","Unallocated / Unspecified","Completion","2003","2003","1611077.726","0.0"
"36012","1","Multinational Group including China Red Cross donates $1.4 million for volcano relief aid","2006-10-11","start-actual","","end-actual","China","CHN","Ecuador","ECU","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2006","2006","1884120.8","0.0"
"35867","1","China-Ecuador sign loan and credit line agreeement worth $30M (Road)","","start-actual","","end-actual","China","CHN","Ecuador","ECU","430","Other","Completion","2009","2009","18000000.0","0.0"
"35851","1","China-Ecuador sign loan and credit line agreement worth $30M (Med)","","start-actual","","end-actual","China","CHN","Ecuador","ECU","120","Health","Completion","2009","2009","4300000.0","0.0"
"35845","1","China gives Ecuador an interest free credit line worth $3 million","","start-actual","","end-actual","China","CHN","Ecuador","ECU","150","Government and Civil Society","Completion","2009","2009","2900000.0","0.0"
"35844","1","China donates $1.4 million to Ecuador","","start-actual","","end-actual","China","CHN","Ecuador","ECU","150","Government and Civil Society","Completion","2009","2009","1400000.0","0.0"
"35865","1","China Development Bank signs 1 billion USD loan for oil agreement with Petroecuador","","start-actual","","end-actual","China","CHN","Ecuador","ECU","230","Energy Generation and Supply","Completion","2010","2010","929676298.5","0.0"
"35943","1","China Education Grant to Ecuador","","start-actual","","end-actual","China","CHN","Ecuador","ECU","110","Education","Completion","2010","2010","2746349.649","0.0"
"39085","1","Establishment of Confucius Institute in San Francisco University of Quito","","start-actual","","end-actual","China","CHN","Ecuador","ECU","110","Education","Completion"," "," ","0.0","0.0"
"39281","1","China commits a loan of $240 million to Ecuador to set up security service ECU 911","","start-actual","","end-actual","China","CHN","Ecuador","ECU","150","Government and Civil Society","Completion","2012","2012","201715252.0","0.0"
"36001","1","China donates a mobile hospital to Ecuador","","start-actual","","end-actual","China","CHN","Ecuador","ECU","120","Health","Completion"," "," ","0.0","0.0"
"35819","1","Fibrehome Tech will develop a fiber-optic fixed-line service in northeast Ecuador","","start-actual","","end-actual","China","CHN","Ecuador","ECU","220","Communications","Implementation"," "," ","0.0","0.0"
"35848","1","Sinohydro building $2 billion Coca-Codo Sinclair HydroDam","","start-actual","","end-actual","China","CHN","Ecuador","ECU","230","Energy Generation and Supply","Implementation","2010","2010","1564408143.0","0.0"
"35818","1","China ExIm bank loans Ecuador 621.7 million USD to build Sopladora hydroelectric plant on the Paute River","","start-actual","","end-actual","China","CHN","Ecuador","ECU","230","Energy Generation and Supply","Implementation","2010","2010","577979754.8","0.0"
"35950","1","Ecuador Signs $2B loan w CDB for renewable energy purposes ","","start-actual","","end-actual","China","CHN","Ecuador","ECU","430","Other","Implementation","2011","2011","1657900823.0","0.0"
"35982","1","China Builds and Funds Minas San Francisco y la Union Hydroelectric Dam in Ecuador","","start-actual","","end-actual","China","CHN","Ecuador","ECU","230","Energy Generation and Supply","Implementation","2011","2011","472501734.5","0.0"
"35977","1","China grants $80 million line of credit to expand Avenue in Quito","","start-actual","","end-actual","China","CHN","Ecuador","ECU","210","Transport and Storage","Implementation","2013","2013","73394495.41","0.0"
"36002","1","Ecuador receives $1.4 billion from China for budget","2013-08-12","start-actual","","end-actual","China","CHN","Ecuador","ECU","510","General budget support","Implementation","2013","2013","1284403670.0","0.0"
